Artista;PapelArtista;TituloObra;FechaDeTexto;Medio;Año;AñoAdquisicion;Dimensiones;Ancho;Alto;ArtistaCatálogo;Museo
Dubuffet, Jean;artist;Inhabited Landscape;1946;Lithograph on paper;1946;1987;image: 217 x 335 mm;217.0;335.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;The Tree of Fluids;1950;Oil paint on canvas;1950;1996;support: 1161 x 890 mm frame: 1190 x 918 x 51 mm;1161.0;890.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Large Black Landscape;1946;Oil paint on hardboard;1946;1996;support: 1551 x 1186 mm frame: 1575 x 1210 x 57 mm;1551.0;1186.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Nimble Free Hand to the Rescue;1964;Acrylic paint on canvas;1964;1966;support: 1499 x 2007 mm frame: 1545 x 2042 x 85 mm;1499.0;2007.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Leaves with Bird;1953;Lithograph on paper;1953;1987;image: 472 x 487 mm;472.0;487.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Spinning Round;1961;Oil paint on canvas;1961;1965;support: 975 x 1304 mm frame: 1021 x 1348 x 50 mm;975.0;1304.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Hopes and Options;1971;Polyvinyl acetate paint and acrylic paint on foam on metal stand;1971;1972;object: 2521 x 4128 mm;2521.0;4128.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Site Inhabited by Objects;1965;Acrylic paint on canvas;1965;1966;support: 1302 x 1622 x 27 mm frame: 1346 x 1670 x 80 mm;1302.0;1622.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;Man in a Cap;1953;Lithograph on paper;1953;1983;image: 503 x 150 mm;503.0;150.0;Jean Dubuffet;TATE
Dubuffet, Jean;artist;The Busy Life;1953;Oil paint on canvas;1953;1966;support: 1302 x 1956 mm frame: 1318 x 1975 x 59 mm;1302.0;1956.0;Jean Dubuffet;TATE
Smithson, Robert;artist;Ithaca Mirror Trail, Ithaca, New York;1969;Slide, 35 mm, 8 slides, projection, colour, 8 photographs, colour, Cibachrome print, on paper and map;1969;2002;Overall display dimensions variable;;;Robert Smithson;TATE
Munch, Edvard;artist;The Sick Child;1907;Oil paint on canvas;1907;1939;support: 1187 x 1210 mm frame: 1371 x 1393 x 108 mm;1187.0;1210.0;Edvard Munch;TATE
Klee, Paul;artist;Comedy;1921;Watercolour and oil paint on paper;1921;1946;support: 305 x 454 mm;305.0;454.0;Paul Klee;TATE
Klee, Paul;artist;They’re Biting;1920;Watercolour and oil paint on paper;1920;1946;support: 311 x 235 mm;311.0;235.0;Paul Klee;TATE
Klee, Paul;artist;A Young Lady’s Adventure;1922;Watercolour on paper;1922;1946;support: 625 x 480 mm frame: 686 x 510 x 20 mm;625.0;480.0;Paul Klee;TATE
Klee, Paul;artist;Seaside Resort in the South of France;1927;Graphite, crayon and watercolour on paper on board;1927;1994;support: 327 x 488 mm;327.0;488.0;Paul Klee;TATE
Klee, Paul;artist;Walpurgis Night;1935;Gouache on fabric on plywood;1935;1964;support: 508 x 470 mm frame: 725 x 682 x 72 mm;508.0;470.0;Paul Klee;TATE
Klee, Paul;artist;Historical Site;1927;Watercolour and ink on paper on board;1927;1994;support: 355 x 487 mm;355.0;487.0;Paul Klee;TATE
Klee, Paul;artist;The Protector;1926;Ink on paper on board;1926;1994;support: 300 x 487 mm;300.0;487.0;Paul Klee;TATE
Klee, Paul;artist;The Castle Mountain of S.;1930;Gouache on paper on board;1930;1941;support: 368 x 467 mm;368.0;467.0;Paul Klee;TATE
Klee, Paul;artist;Burdened Children;1930;Graphite, crayon and ink on paper on board;1930;1994;support: 650 x 458 mm;650.0;458.0;Paul Klee;TATE
Chagall, Marc;artist;The Vision;1924–5–c.1937;Etching, aquatint, gouache and pastel on paper;1924;1947;support: 368 x 267 mm;368.0;267.0;Marc Chagall;TATE
Chagall, Marc;artist;Bouquet with Flying Lovers;c.1934–47;Oil paint on canvas;1934;1948;support: 1305 x 975 x 23 mm frame: 1545 x 1215 x 126 mm;1305.0;975.0;Marc Chagall;TATE
Chagall, Marc;artist;The Green Donkey;1911;Gouache on board;1911;1947;support: 324 x 413 mm;324.0;413.0;Marc Chagall;TATE
Chagall, Marc;artist;The Blue Circus;1950;Oil paint on canvas;1950;1953;support: 349 x 267 mm frame: 540 x 464 x 45 mm;349.0;267.0;Marc Chagall;TATE
Chagall, Marc;artist;The Cat Transformed into a Woman;c.1928–31–1947;Etching, drypoint and oil paint on paper;1928;1947;support: 295 x 241 mm;295.0;241.0;Marc Chagall;TATE
Chagall, Marc;artist;The Dance and the Circus;1950;Oil paint on canvas;1950;1953;support: 349 x 267 mm;349.0;267.0;Marc Chagall;TATE
Chagall, Marc;artist;The Poet Reclining;1915;Oil paint on cardboard;1915;1942;support: 772 x 775 mm frame: 953 x 960 x 91 mm;772.0;775.0;Marc Chagall;TATE
Moore, Henry;artist;Catspaws off the Land;1885;Oil paint on canvas;1885;1885;frame: 1250 x 1706 x 105 mm support: 915 x 1374 mm;1250.0;1706.0;Henry Moore;TATE
Grosz, George;artist;Drawing for ‘The Mirror of the Bourgeoisie’;c.1925;Ink on paper;1925;1955;support: 629 x 505 mm;629.0;505.0;George Grosz;TATE
Grosz, George;artist;Suicide;1916;Oil paint on canvas;1916;1976;support: 1000 x 775 mm frame: 1106 x 887 x 67 mm;1000.0;775.0;George Grosz;TATE
Grosz, George;artist;A Married Couple;1930;Watercolour on paper;1930;1955;support: 660 x 473 mm;660.0;473.0;George Grosz;TATE
Léger, Fernand;artist;Playing Card and Pipe;1928;Oil paint on canvas;1928;1951;support: 600 x 918 mm frame: 842 x 1166 x 74 mm;600.0;918.0;Fernand Léger;TATE
Léger, Fernand;artist;Two Women Holding Flowers;1954;Oil paint on canvas;1954;1959;support: 972 x 1299 mm frame: 1100 x 1432 x 80 mm;972.0;1299.0;Fernand Léger;TATE
Léger, Fernand;artist;Still Life with a Beer Mug;1921–2;Oil paint on canvas;1921;1976;support: 921 x 600 mm frame: 1074 x 747 x 70 mm;921.0;600.0;Fernand Léger;TATE
Léger, Fernand;artist;Keys (Composition);1928;Oil paint on canvas;1928;1951;support: 651 x 537 mm frame: 850 x 740 x 75 mm;651.0;537.0;Fernand Léger;TATE
Léger, Fernand;artist;Trees;1923;Graphite on paper;1923;1994;support: 325 x 245 mm;325.0;245.0;Fernand Léger;TATE
Léger, Fernand;artist;Leaves and Shell;1927;Oil paint on canvas;1927;1949;support: 1295 x 972 mm frame: 1350 x 1019 x 60 mm;1295.0;972.0;Fernand Léger;TATE
Léger, Fernand;artist;Les Objets à Réaction Poetique;1931–6;25 photographs, gelatin silver print on paper;1931;2013;image, each: 54 x 54 mm;;;Fernand Léger;TATE
Léger, Fernand;artist;The Acrobat and his Partner;1948;Oil paint on canvas;1948;1980;support: 1302 x 1626 mm frame: 1402 x 1727 x 75 mm;1302.0;1626.0;Fernand Léger;TATE
Léger, Fernand;artist;The King of Hearts;1949;Lithograph on paper;1949;1975;image: 349 x 514 mm;349.0;514.0;Fernand Léger;TATE
Léger, Fernand;artist;Three Bottles;1954;Oil paint on canvas;1954;1994;support: 330 x 460 mm;330.0;460.0;Fernand Léger;TATE
Léger, Fernand;artist;Mechanical Elements;1926;Watercolour, graphite and ink on paper;1926;1994;support: 242 x 303 mm frame: 435 x 490 x 20 mm;242.0;303.0;Fernand Léger;TATE
Léger, Fernand;artist;ABC;1927;Gouache on paper;1927;1994;support: 194 x 278 mm frame: 410 x 503 x 20 mm;194.0;278.0;Fernand Léger;TATE
Broodthaers, Marcel;artist;Daguerre’s Soup;1975;Screenprint and 12 photographs, colour, on paper;1975;1977;support: 530 x 514 mm;530.0;514.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Paintings;1973;Oil paint on 9 canvases;1973;1983;support, each: 800 x 1000 x 18 mm frame: 800 x 1000 mm displayed: 2640 x 3240 mm;;;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Casserole and Closed Mussels;1964;Mussel shells, pigment, polyester resin and iron casserole with wooden handles;1964;1975;object: 305 x 279 x 248 mm;305.0;279.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Mademoiselle Rivière and Monsieur Bertin;1975;9 photographs, black and white, on paper on board;1975;1975;frame: 1010 x 905 x 57 mm support: 839 x 735 mm;1010.0;905.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Comedy;1974;Lithograph on paper;1974;1977;image: 635 x 457 mm;635.0;457.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;The Farm Animals;1974;Lithograph on paper;1974;1980;image: 819 x 603 mm;819.0;603.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Citron-Citroen;1974;Lithograph and screenprint on paper;1974;1977;image: 1048 x 664 mm;1048.0;664.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Atlas;1975;Lithograph on paper;1975;1977;image: 485 x 630 mm;485.0;630.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Tractatus Logico Catalogicus - Art or the Art of Selling;1972;Screenprint on paper;1972;1977;image: 606 x 1464 mm;606.0;1464.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;A Railway Robbery;1972;Lithograph on paper;1972;1977;image: 841 x 559 mm;841.0;559.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;I Return to Matter, I Rediscover the Tradition of the Primitives, Painting with Egg, Painting with Egg;1966;Wooden box, egg shells, printed paper and metal;1966;1980;object: 257 x 257 x 76 mm;257.0;257.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Dear Little Sister;1972;Lithograph on paper;1972;1977;image: 156 x 210 mm;156.0;210.0;Marcel Broodthaers;TATE
Broodthaers, Marcel;artist;Rebus;1973;Lithograph on paper;1973;1977;image: 700 x 500 mm;700.0;500.0;Marcel Broodthaers;TATE
Förg, Günther;artist;Children’s Holiday Camp, Calambrone;1986;Photograph, gelatin silver print on paper;1986;1996;image: 1800 x 1200 mm;1800.0;1200.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 520 x 355 mm;520.0;355.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 575 x 305 mm;575.0;305.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 440 x 260 mm;440.0;260.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 520 x 375 mm;520.0;375.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 440 x 260 mm;440.0;260.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 475 x 315 mm;475.0;315.0;Günther Förg;TATE
Förg, Günther;artist;The ‘28 October’ Children’s Holiday Camp, Marina di Massa;1986;Photograph, gelatin silver print on paper;1986;1996;image: 1800 x 1200 mm;1800.0;1200.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 438 x 258 mm;438.0;258.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 160 x 400 mm;160.0;400.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 475 x 307 mm;475.0;307.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 440 x 258 mm;440.0;258.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 510 x 355 mm;510.0;355.0;Günther Förg;TATE
Förg, Günther;artist;[no title];1987;Lithograph on paper;1987;1990;image: 475 x 308 mm;475.0;308.0;Günther Förg;TATE
Förg, Günther;artist;Children’s Holiday Camp at Chiavari;1986;Photograph, gelatin silver print on paper;1986;1996;image: 1800 x 1200 mm;1800.0;1200.0;Günther Förg;TATE
Lindner, Richard;artist;Stranger No. 2;1958;Oil paint on canvas;1958;1967;support: 1524 x 1016 mm;1524.0;1016.0;Richard Lindner;TATE
Lindner, Richard;artist;Homage to a Cat;1952;Oil paint on canvas;1952;1962;support: 921 x 603 mm frame: 1019 x 695 x 65 mm;921.0;603.0;Richard Lindner;TATE
Kooning, Willem de;artist;Women Singing II;1966;Oil paint on paper on canvas;1966;1970;support: 914 x 610 mm frame: 990 x 690 x 65 mm;914.0;610.0;Willem de Kooning;TATE
Kooning, Willem de;artist;Seated Figure on a Bench;1972;Bronze;1972;1980;object: 965 x 940 x 829 mm;965.0;940.0;Willem de Kooning;TATE
Kooning, Willem de;artist;Landscape at Stanton Street;1971;Lithograph on paper;1971;1986;image: 650 x 485 mm;650.0;485.0;Willem de Kooning;TATE
Kooning, Willem de;artist;Untitled;1966–7;Charcoal on tracing paper;1966;1969;support: 476 x 610 mm frame: 672 x 774 x 20 mm;476.0;610.0;Willem de Kooning;TATE
Kooning, Willem de;artist;The Visit;1966–7;Oil paint on canvas;1966;1969;support: 1524 x 1219 mm frame: 1615 x 1303 x 78 mm;1524.0;1219.0;Willem de Kooning;TATE
Kooning, Willem de;artist;Untitled;1966–7;Charcoal on tracing paper;1966;1969;support: 610 x 476 mm frame: 774 x 643 x 36 mm;610.0;476.0;Willem de Kooning;TATE
Gober, Robert;artist;Drains;1990;Pewter;1990;1992;object: 94 x 94 x 42 mm;94.0;94.0;Robert Gober;TATE
Gober, Robert;artist;Untitled;2000;Lithograph and sreenprint on paper;2000;2000;image: 563 x 814 mm;563.0;814.0;Robert Gober;TATE
Gober, Robert;artist;Untitled;1989–92;Wax, wood, leather, fabric and human hair;1989;1992;object: 300 x 160 x 515 mm;300.0;160.0;Robert Gober;TATE
Gober, Robert;artist;Untitled;2000;Lithograph on paper;2000;2000;image: 400 x 660 mm;400.0;660.0;Robert Gober;TATE
Gober, Robert;artist;Untitled;2000;Lithograph on paper;2000;2000;image: 760 x 982 mm;760.0;982.0;Robert Gober;TATE
Jorn, Asger;artist;Untitled C;1958–9;Etching and aquatint on paper;1958;1991;image: 244 x 208 mm;244.0;208.0;Asger Jorn;TATE
Jorn, Asger;artist;The Timid Proud One;1957;Oil paint on board;1957;1966;support: 997 x 806 mm frame: 1181 x 995 x 75 mm;997.0;806.0;Asger Jorn;TATE
Jorn, Asger;artist;The Black Flight;1955;Gouache on paper;1955;1970;support: 479 x 632 mm;479.0;632.0;Asger Jorn;TATE
Jorn, Asger;artist;Untitled A;1958–9;Etching and aquatint on paper;1958;1991;image: 264 x 211 mm;264.0;211.0;Asger Jorn;TATE
Jorn, Asger;artist;Letter to my Son;1956–7;Oil paint on canvas;1956;1984;support: 1300 x 1955 mm frame: 1352 x 2007 x 59 mm;1300.0;1955.0;Asger Jorn;TATE
Prince, Richard;artist;Creative Evolution 3;1987;Photograph, colour, Chromogenic print, on paper;1987;2004;image: 1200 x 2250 mm;1200.0;2250.0;Richard Prince;TATE
Modigliani, Amedeo;artist;The Little Peasant;c.1918;Oil paint on canvas;1918;1941;support: 1000 x 645 mm frame: 1155 x 810 x 65 mm;1000.0;645.0;Amedeo Modigliani;TATE
Modigliani, Amedeo;artist;Head;c.1911–2;Limestone;1911;1983;object: 892 x 140 x 352 mm, 41 kg;892.0;140.0;Amedeo Modigliani;TATE
Modigliani, Amedeo;artist;Portrait of a Girl;c.1917;Oil paint on canvas;1917;1933;support: 806 x 597 mm frame: 992 x 795 x 100 mm;806.0;597.0;Amedeo Modigliani;TATE
Modigliani, Amedeo;artist;Caryatid;c.1913–4;Graphite on paper;1913;1957;support: 549 x 448 mm frame: 637 x 744 x 21 mm;549.0;448.0;Amedeo Modigliani;TATE
Modigliani, Amedeo;artist;Madame Zborowska;1918;Oil paint on canvas;1918;1983;support: 645 x 460 mm frame: 829 x 643 x 70 mm;645.0;460.0;Amedeo Modigliani;TATE
Modigliani, Amedeo;artist;Caryatid with a Vase;c.1914;Watercolour on paper;1914;1983;support: 633 x 481 mm frame: 825 x 689 x 54 mm;633.0;481.0;Amedeo Modigliani;TATE
Seurat, Georges;artist;Clothes on the Grass;1883;Oil paint on wood;1883;1926;support: 162 x 248 mm frame: 288 x 370 x 41 mm;162.0;248.0;Georges Seurat;TATE
Seurat, Georges;artist;Le Bec du Hoc, Grandcamp;1885;Oil paint on canvas;1885;1952;frame: 839 x 998 x 65 mm support: 648 x 816 mm;839.0;998.0;Georges Seurat;TATE
Calder, Alexander;artist;Black Sun;1953;Gouache on paper;1953;1968;support: 737 x 1077 mm frame: 780 x 1120 x 28 mm;737.0;1077.0;Alexander Calder;TATE
Calder, Alexander;artist;Untitled;1937;Steel;1937;2002;object: 2280 x 2030 x 2600 mm;2280.0;2030.0;Alexander Calder;TATE
Calder, Alexander;artist;T and Swallow;c.1936;Wood and steel;1936;1969;object: 762 x 324 x 286 mm;762.0;324.0;Alexander Calder;TATE
Calder, Alexander;artist;Antennae with Red and Blue Dots;1960;Aluminium and steel wire;1960;1962;object: 1111 x 1283 x 1283 mm;1111.0;1283.0;Alexander Calder;TATE
Schnabel, Julian;artist;Homo Painting;1981;Oil paint on velvet;1981;1996;support: 2950 x 4170 mm;2950.0;4170.0;Julian Schnabel;TATE
Schnabel, Julian;artist;Humanity Asleep;1982;Paint and ceramic on panel;1982;1982;object: 2743 x 3656 x 280 mm;2743.0;3656.0;Julian Schnabel;TATE
Schwitters, Kurt;artist;Red Wire Sculpture;1944;Metal, plaster and stone;1944;1990;object: 250 x 130 x 130 mm;250.0;130.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;The Autumn Crocus;1926–8, reconstructed 1958;Painted concrete;1926;1983;object: 806 x 298 x 305 mm;806.0;298.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;(Relief in Relief);c.1942–5;Oil paint on wood and plaster;1942;1970;object: 495 x 413 x 102 mm;495.0;413.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Picture of Spatial Growths - Picture with Two Small Dogs;1920–39;Oil paint, wood, paper, cardboard and china on board;1920;1984;frame: 1155 x 863 x 131 mm support: 970 x 690 x 110 mm;1155.0;863.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Measure;1922;Printed papers on paper;1922;2007;support: 307 x 220 mm;307.0;220.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Z 105 Portals of Houses;1918;Chalk on paper;1918;2007;support: 195 x 140 mm;195.0;140.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Opened by Customs;1937–8;Paper, printed paper, oil paint and graphite on paper;1937;1958;support: 331 x 253 mm frame: 523 x 421 x 29 mm;331.0;253.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Magic;c.1936–40;Printed papers on paper;1936;2007;support: 131 x 106 mm;131.0;106.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Table Salt;1922;Printed paper on paper;1922;2007;support: 321 x 233 mm;321.0;233.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Untitled (With Vase Shape and Circle);1938;Graphite on card;1938;2007;support: 410 x 308 mm;410.0;308.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Lofty;c.1945–7;Painted plaster;1945;1990;object: 252 x 160 x 130 mm;252.0;160.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;The Proposal;1942;Printed papers on paper;1942;2007;support: 319 x 395 mm;319.0;395.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Aphorism;1923;Gouache and printed papers on paper mounted onto board;1923;2007;support: 89 x 73 mm;89.0;73.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Untitled (Ochre);c.1945–7;Plaster and stone;1945;1990;object: 95 x 226 x 150 mm;95.0;226.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Untitled (Black and Blue);1923;Graphite and crayon on paper;1923;2007;support: 116 x 86 mm;116.0;86.0;Kurt Schwitters;TATE
Schwitters, Kurt;artist;Koi;1932;Printed paper and ink on paper;1932;2007;support: 157 x 125 mm;157.0;125.0;Kurt Schwitters;TATE
Delvaux, Paul;artist;Sleeping Venus;1944;Oil paint on canvas;1944;1957;support: 1727 x 1991 mm;1727.0;1991.0;Paul Delvaux;TATE
Delvaux, Paul;artist;Leda;1948;Oil paint on board;1948;1982;support: 1527 x 950 mm frame: 1738 x 1155 x 80 mm;1527.0;950.0;Paul Delvaux;TATE
Mondrian, Piet;artist;No. VI / Composition No.II;1920;Oil paint on canvas;1920;1967;support: 997 x 1003 mm frame: 1163 x 1163 x 62 mm;997.0;1003.0;Piet Mondrian;TATE
Mondrian, Piet;artist;Composition with Yellow, Blue and Red;1937–42;Oil paint on canvas;1937;1964;support: 727 x 692 mm frame: 917 x 882 x 63 mm;727.0;692.0;Piet Mondrian;TATE
Mondrian, Piet;artist;The Tree A;c.1913;Oil paint on canvas;1913;1977;support: 1003 x 673 mm frame: 1047 x 718 x 50 mm;1003.0;673.0;Piet Mondrian;TATE
Mondrian, Piet;artist;Composition B (No.II) with Red;1935;Oil paint on canvas;1935;1999;support: 803 x 633 x 24 mm frame: 1188 x 1015 x 91 mm;803.0;633.0;Piet Mondrian;TATE
Mondrian, Piet;artist;"Sun, Church in Zeeland; Zoutelande Church Facade";1909–10;Oil paint on canvas;1909;1997;support: 905 x 621 x 29 mm frame: 1185 x 900 x 80 mm;905.0;621.0;Piet Mondrian;TATE
Delaunay, Robert;artist;Windows Open Simultaneously (First Part, Third Motif);1912;Oil paint on canvas;1912;1967;support: 457 x 375 mm frame: 651 x 565 x 67 mm;457.0;375.0;Robert Delaunay;TATE
Delaunay, Robert;artist;Endless Rhythm;1934;Oil paint on canvas;1934;1970;support: 1619 x 1302 mm frame: 1644 x 1332 x 45 mm;1619.0;1302.0;Robert Delaunay;TATE
Delaunay, Robert;artist;Study for ‘The City’;1909–10;Oil paint on canvas;1909;1958;support: 883 x 1245 mm frame: 1027 x 1386 x 78 mm;883.0;1245.0;Robert Delaunay;TATE
Beckmann, Max;artist;Prunier;1944;Oil paint on canvas;1944;1979;support: 1003 x 768 mm frame: 1146 x 914 x 73 mm;1003.0;768.0;Max Beckmann;TATE
Beckmann, Max;artist;Carnival;1920;Oil paint on canvas;1920;1981;support: 1864 x 918 mm frame: 2067 x 1122 x 72 mm;1864.0;918.0;Max Beckmann;TATE
Kruger, Barbara;artist;Untitled (We Will No Longer Be Seen and Not Heard);1985;Lithograph on paper;1985;1986;support, each: 522 x 522 mm frame: 580 x 580 x 24 mm;;;Barbara Kruger;TATE
Brancusi, Constantin;artist;Danaïde;c.1918;Bronze on limestone base;1918;1959;object: 279 x 171 x 210 mm;279.0;171.0;Constantin Brancusi;TATE
