Artista;PapelArtista;TituloObra;FechaDeTexto;Medio;Año;AñoAdquisicion;Dimensiones;Ancho;Alto;ArtistaCatálogo;Museo
Beuys, Joseph;artist;30 Jahre Kunst in der BRD. Die Sammlung des Städtischen Kunstmuseums Bonn;1979;Print on paper;1979;2009;image: 802 x 591 mm;802.0;591.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Films and Videos. New School for Social Research and Thread Waxing Space;1995;Print on paper;1995;2009;image: 840 x 590 mm;840.0;590.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys. Malkastenpark, Düsseldorf;2005;Print on paper;2005;2009;image: 418 x 593 mm;418.0;593.0;Joseph Beuys;TATE
Beuys, Joseph;artist;BONC;1992;Print on paper;1992;2009;image: 821 x 592 mm;821.0;592.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Fat Chair;1964–85;Wood, glass, metal, fabric, paint, fat and thermometer;1964;2008;displayed: 1830 x 1550 x 640 mm;1830.0;1550.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Houses of the Shaman;1965;2 works on paper, oil paint and graphite;1965;2008;support (left): 359 x 259 mm support (right): 353 x 255 mm;;359.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Untitled;1963;Paper on cardboard;1963;2009;support: 508 x 363 mm;508.0;363.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys FOND II;1968;Print on paper;1968;2009;image: 870 x 644 mm;870.0;644.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys directional forces;1980;Print on paper;1980;2009;image: 838 x 557 mm;838.0;557.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys at Piero Cavellini;1980;Print on paper;1980;2009;image: 699 x 460 mm;699.0;460.0;Joseph Beuys;TATE
Beuys, Joseph;artist;XIII INTERNATIONALE KUNST GESPRÄCHE;1967;Print on paper;1967;2009;image: 408 x 563 mm;408.0;563.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys, Miami-Dade Community College;date not known;Print on paper;;2009;image: 374 x 260 mm;374.0;260.0;Joseph Beuys;TATE
Beuys, Joseph;artist;A lecture by Joseph Beuys. Kettle’s Yard Gallery, Cambridge;date not known;Print on paper;;2009;image: 388 x 238 mm;388.0;238.0;Joseph Beuys;TATE
Beuys, Joseph;artist;‘ART D’AUJOURD’HUI’. Kunst van Heden;1975;Print on paper;1975;2009;image: 424 x 527 mm;424.0;527.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Must one really wear a hat as a german artist nowadays?;1984;Print on paper;1984;2009;image: 974 x 682 mm;974.0;682.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys. Palazzo Braschi, Rome;1981;Print on paper;1981;2009;image: 998 x 682 mm;998.0;682.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys. Hessisches Landesmuseum Darmstadt;2009;Print on paper;2009;2009;image: 862 x 613 mm;862.0;613.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys, Ewald Matare and Eight Cologne Artists. Museum Schloss Moyland;2002;Print on paper;2002;2009;image: 839 x 591 mm;839.0;591.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Vrouwen Frauen. Nijmeegs Museum Commanderie Van St. Jan;1981;Print on paper;1981;2009;image: 675 x 476 mm;675.0;476.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Signatures. Herzog Anton Ulrich-Museum, Braunschweig;1971;Print on paper;1971;2009;image: 630 x 420 mm;630.0;420.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Die besten Flugblätter der Welt. 7.Produzentengalerie, Berlin;1974;Print on paper;1974;2009;image: 588 x 436 mm;588.0;436.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys. Kestner-Gesellschaft. Hannover;1990;Print on paper;1990;2009;image: 820 x 592 mm;820.0;592.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Felt Suit;1970;Felt and wood;1970;2008;displayed: 1660 x 660 x 260 mm;1660.0;660.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Pregnant Woman with Swan;1959;Oil paint and watercolour on paper;1959;2008;support: 276 x 214 mm;276.0;214.0;Joseph Beuys;TATE
Beuys, Joseph;artist;The Shaman’s Two Bags;1977;Graphite, crayon and ink on paper;1977;2008;support (left): 760 x 564 mm support (right): 745 x 559 mm;;760.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Domenica delle Palme;1981;Palm fronds, blossom, sulphur, cardboard, metal and glass;1981;2008;displayed: 860 x 1450 x 990 mm object (vitrine): 200 x 690 x 470 mm object (table): 660 x 760 x 520 mm;860.0;1450.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Dove, Food, Rainbow;1949;Graphite and watercolour on card;1949;2008;support: 207 x 297 mm;207.0;297.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Witches Spitting Fire;1959;Graphite and oil paint on paper;1959;2008;support: 207 x 297 mm;207.0;297.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Table with Accumulator;1958–85;Wood, accumulator, clay and wire;1958;2009;Overall display dimensions variable;;;Joseph Beuys;TATE
Beuys, Joseph;artist;Fluxus-Name List;1963;Collage, ink and graphite on paper;1963;2009;support: 620 x 218 mm;620.0;218.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Score for Action with Transmitter (Felt) Receiver in the Mountains;1973;Graphite on paper;1973;2009;support: 241 x 172 mm;241.0;172.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Bernd Jansen: Portraits from the Düsseldorf Art Scene, Photographs 1968-1975;1975;Print on paper;1975;2009;image: 555 x 338 mm;555.0;338.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys. Galleria Santoro;1978;Print on paper;1978;2009;image: 956 x 684 mm;956.0;684.0;Joseph Beuys;TATE
Beuys, Joseph;artist;BEUYS;1981;Print on paper;1981;2009;image: 839 x 593 mm;839.0;593.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: The Secret Block for the Secret Person in Ireland. Institute of Contemporary Arts, The Mall;1974;Print on paper;1974;2009;image: 494 x 614 mm;494.0;614.0;Joseph Beuys;TATE
Beuys, Joseph;artist;BILDER, OBJEKTE. JOSEPH BEUYS.;1976;Print on paper;1976;2009;image: 578 x 398 mm;578.0;398.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys-Blume Kontakt mit Baumen Bonn;1982;Print on paper;1982;2009;image: 604 x 424 mm;604.0;424.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys by Warhol. Paintings + Prints;1980;Print on paper;1980;2009;image: 394 x 275 mm;394.0;275.0;Joseph Beuys;TATE
Beuys, Joseph;artist;‘beuys hat den hut nicht zu nehmen er hat ihn auf’;1972;Print on paper;1972;2009;image: 296 x 210 mm;296.0;210.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys, Transsibirische Bahn 1970;1970;Print on paper;1970;2009;image: 799 x 578 mm;799.0;578.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys - Honigpumpe am Arbeitsplatz;1977;Print on paper;1977;2009;image: 538 x 596 mm;538.0;596.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Beuys und Leonardo. Munich;date not known;Print on paper;;2009;image: 839 x 591 mm;839.0;591.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys. Frauen und Mädchen;1982;Print on paper;1982;2009;image: 670 x 473 mm;670.0;473.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Düsseldorfer! Prof. Beuys setz sich hemmungslos für mehr Studienplätze ein.;1972;Print on paper;1972;2009;image: 767 x 575 mm;767.0;575.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Westfalen-Blatt. Galerie Jesse, Bielefeld;1985;Print on paper;1985;2009;image: 549 x 359 mm;549.0;359.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Joseph Beuys: Zeichnungen - Skulpturen - Objekte. Düsseldorf;1988;Print on paper;1988;2009;image: 837 x 591 mm;837.0;591.0;Joseph Beuys;TATE
Beuys, Joseph;artist;Brenn Punkt 2. 1970 - 1991. Kunstmuseum Düsseldorf.;1991;Print on paper;1991;2009;image: 837 x 592 mm;837.0;592.0;Joseph Beuys;TATE
Freud, Lucian;artist;The Painter’s Mother;1982;Etching on paper;1982;1982;image: 178 x 152 mm;178.0;152.0;Lucian Freud;TATE
Freud, Lucian;artist;Girl with a White Dog;1950–1;Oil paint on canvas;1950;1952;support: 762 x 1016 mm frame: 954 x 1200 x 92 mm;762.0;1016.0;Lucian Freud;TATE
Freud, Lucian;artist;Two Plants;1977–80;Oil paint on canvas;1977;1980;support: 1499 x 1200 mm frame: 1670 x 1365 x 90 mm;1499.0;1200.0;Lucian Freud;TATE
Freud, Lucian;artist;Woman with an Arm Tattoo;1996;Etching on paper;1996;1997;image: 596 x 816 mm;596.0;816.0;Lucian Freud;TATE
Freud, Lucian;artist;Woman Sleeping;1995;Etching on paper;1995;1997;image: 730 x 594 mm;730.0;594.0;Lucian Freud;TATE
Freud, Lucian;artist;Bella in her Pluto T-Shirt;1995;Etching on paper;1995;1996;image: 685 x 598 mm;685.0;598.0;Lucian Freud;TATE
Freud, Lucian;artist;Head and Shoulders of a Girl;1990;Etching on paper;1990;1990;image: 689 x 542 mm;689.0;542.0;Lucian Freud;TATE
Freud, Lucian;artist;Man with a Thistle (Self-Portrait);1946;Oil paint on canvas;1946;1961;support: 610 x 502 mm frame: 800 x 690 x 80 mm, 8.2 kg;610.0;502.0;Lucian Freud;TATE
Freud, Lucian;artist;Girl in a Striped Nightshirt;1983–5;Oil paint on canvas;1983;2013;support: 295 x 250 mm;295.0;250.0;Lucian Freud;TATE
Freud, Lucian;artist;Naked Portrait;1972–3;Oil paint on canvas;1972;1975;support: 610 x 610 mm frame: 728 x 728 x 55 mm;610.0;610.0;Lucian Freud;TATE
Freud, Lucian;artist;Girl with a Fig Leaf;1947;Intaglio print on paper;1947;1988;image: 298 x 238 mm frame: 556 x 475 x 26 mm;298.0;238.0;Lucian Freud;TATE
Freud, Lucian;artist;Kai;1992;Etching on paper;1992;1992;image: 694 x 545 mm;694.0;545.0;Lucian Freud;TATE
Freud, Lucian;artist;Man Posing;1985;Etching on paper;1985;1987;image: 695 x 543 mm;695.0;543.0;Lucian Freud;TATE
Freud, Lucian;artist;Self-Portrait: Reflection;1996;Etching on paper;1996;1997;image: 594 x 427 mm;594.0;427.0;Lucian Freud;TATE
Freud, Lucian;artist;The Painter’s Mother IV;1973;Oil paint on canvas;1973;2008;support: 273 x 186 x 16 mm frame: 350 x 264 x 35 mm;273.0;186.0;Lucian Freud;TATE
Freud, Lucian;artist;Narcissus;1948;Ink on paper;1948;2004;image: 210 x 137 mm frame: 360 x 289 x 29 mm;210.0;137.0;Lucian Freud;TATE
Freud, Lucian;artist;Large Head;1993;Etching on paper;1993;1994;image: 696 x 547 mm;696.0;547.0;Lucian Freud;TATE
Freud, Lucian;artist;Blond Girl;1985;Etching on paper;1985;1987;image: 695 x 545 mm;695.0;545.0;Lucian Freud;TATE
Freud, Lucian;artist;Head of a Woman;1996;Etching on paper;1996;1997;image: 296 x 296 mm;296.0;296.0;Lucian Freud;TATE
Freud, Lucian;artist;Girl with a Kitten;1947;Oil paint on canvas;1947;2008;support: 410 x 307 x 18 mm frame: 509 x 404 x 58 mm;410.0;307.0;Lucian Freud;TATE
Freud, Lucian;artist;Boy Smoking;1950–1;Oil paint on copper;1950;2008;support: 155 x 115 x 2 mm frame: 204 x 165 x 23 mm;155.0;115.0;Lucian Freud;TATE
Freud, Lucian;artist;Head of a Woman;1982;Etching on paper;1982;1982;image: 127 x 127 mm;127.0;127.0;Lucian Freud;TATE
Freud, Lucian;artist;David Dawson;1998;Etching on paper;1998;1998;image: 758 x 574 mm;758.0;574.0;Lucian Freud;TATE
Freud, Lucian;artist;Francis Bacon;1952;Oil paint on metal;1952;1952;support: 178 x 127 mm;178.0;127.0;Lucian Freud;TATE
Freud, Lucian;artist;Standing by the Rags;1988–9;Oil paint on canvas;1988;1990;support: 1689 x 1384 mm frame: 1810 x 1505 x 84 mm;1689.0;1384.0;Lucian Freud;TATE
Freud, Lucian;artist;Leigh Bowery;1991;Oil paint on canvas;1991;1994;support: 510 x 409 mm frame: 624 x 524 x 75 mm;510.0;409.0;Lucian Freud;TATE
Miró, Joan;artist;Series II;1952;Etching on paper;1952;1983;image: 377 x 455 mm;377.0;455.0;Joan Miró;TATE
Miró, Joan;artist;Message from a Friend;1964;Oil paint on canvas;1964;1983;support: 2620 x 2755 mm frame: 2640 x 2775 x 60 mm;2620.0;2755.0;Joan Miró;TATE
Miró, Joan;artist;Painting;1927;Tempera and oil paint on canvas;1927;1971;support: 972 x 1302 mm frame: 1080 x 1418 x 68 mm;972.0;1302.0;Joan Miró;TATE
Miró, Joan;artist;A Star Caresses the Breast of a Negress (Painting Poem);1938;Oil paint on canvas;1938;1983;support: 1295 x 1943 mm frame: 1365 x 2001 x 90 mm;1295.0;1943.0;Joan Miró;TATE
Miró, Joan;artist;The Matador;1969;Intaglio print, carborundum and drypoint on paper;1969;1980;support: 1067 x 737 mm;1067.0;737.0;Joan Miró;TATE
Miró, Joan;artist;The Great Carnivore;1969;Intaglio print on paper;1969;1980;image: 1143 x 692 mm;1143.0;692.0;Joan Miró;TATE
Miró, Joan;artist;The Tightrope Walker;1970;Bronze and steel;1970;1982;object: 530 x 280 x 130 mm;530.0;280.0;Joan Miró;TATE
Miró, Joan;artist;Women and Bird in the Moonlight;1949;Oil paint on canvas;1949;1951;support: 813 x 660 mm frame: 1049 x 897 x 114 mm;813.0;660.0;Joan Miró;TATE
Miró, Joan;artist;The Conductor;1976;Intaglio print on paper;1976;1980;image: 1143 x 743 mm;1143.0;743.0;Joan Miró;TATE
Miró, Joan;artist;Untitled;1964;Screenprint on paper;1964;1975;image: 854 x 585 mm;854.0;585.0;Joan Miró;TATE
Miró, Joan;artist;Constellations;1959;Etching on paper;1959;1986;image: 277 x 195 mm;277.0;195.0;Joan Miró;TATE
Miró, Joan;artist;Composition;1947;Etching on paper;1947;1984;image: 127 x 149 mm;127.0;149.0;Joan Miró;TATE
Miró, Joan;artist;Head of a Catalan Peasant;1925;Oil paint on canvas;1925;1999;support: 920 x 732 x 26 mm frame: 1187 x 999 x 91 mm;920.0;732.0;Joan Miró;TATE
Miró, Joan;artist;Woman;1949;Bronze;1949;1982;object: 186 x 264 x 224 mm;186.0;264.0;Joan Miró;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 102 x 124 mm;102.0;124.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 124 x 98 mm;124.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 124 x 98 mm;124.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 248 x 168 mm;248.0;168.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 204 x 118 mm;204.0;118.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 149 x 102 mm;149.0;102.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 118 x 95 mm;118.0;95.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 124 x 98 mm;124.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 324 x 248 mm;324.0;248.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 124 x 98 mm;124.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 187 x 102 mm;187.0;102.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 105 x 73 mm;105.0;73.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 64 x 102 mm;64.0;102.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 197 x 149 mm;197.0;149.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 124 x 95 mm;124.0;95.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching on paper;1937;1983;image: 130 x 79 mm;130.0;79.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 200 x 146 mm;200.0;146.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 121 x 102 mm;121.0;102.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 140 x 89 mm;140.0;89.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 105 x 73 mm;105.0;73.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 140 x 86 mm;140.0;86.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 121 x 92 mm;121.0;92.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 124 x 98 mm;124.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 203 x 120 mm;203.0;120.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 105 x 98 mm;105.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 140 x 79 mm;140.0;79.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 102 x 70 mm;102.0;70.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 105 x 70 mm;105.0;70.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching on paper;1937;1983;image: 60 x 98 mm;60.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching on paper;1937;1983;image: 130 x 80 mm;130.0;80.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 83 x 79 mm;83.0;79.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching on paper;1937;1983;image: 124 x 98 mm;124.0;98.0;Wols;TATE
Wols;artist;[no title];c.1937–50;Etching and drypoint on paper;1937;1983;image: 102 x 120 mm;102.0;120.0;Wols;TATE
Wols;artist;[title not known];c.1944–5;Graphite, watercolour and gouache on paper;1944;1986;support: 92 x 135 mm frame: 228 x 317 x 21 mm;92.0;135.0;Wols;TATE
Hirst, Damien;artist;Cornish Pasty;1999;Screenprint on paper;1999;1999;image: 1497 x 639 mm frame: 1647 x 1130 x 36 mm;1497.0;639.0;Damien Hirst;TATE
Hirst, Damien;artist;Beans & Chips;1999;Screenprint on paper;1999;1999;image: 1220 x 987 mm frame: 1647 x 1130 x 36 mm;1220.0;987.0;Damien Hirst;TATE
Hirst, Damien;artist;Mushroom;1999;Screenprint on paper;1999;1999;image: 1347 x 987 mm frame: 1647 x 1130 x 36 mm;1347.0;987.0;Damien Hirst;TATE
Hirst, Damien;artist;Sausages;1999;Screenprint on paper;1999;1999;image: 710 x 990 mm frame: 1647 x 1130 x 36 mm;710.0;990.0;Damien Hirst;TATE
Hirst, Damien;artist;My way;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Burning wheel;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Mother and Child (Divided);exhibition copy 2007 (original 1993);Glass, stainless steel, Perspex, acrylic paint, cow, calf and formaldehyde solution;1993;2008;2 parts: 2086 x 3225 x 1092 mm, 2086 x 3225 x 1092 mm 2 parts: 1136 x 1689 x 622 mm, 1136 x 1689 x 622 mm Weight installed: approx 15,750 kg Weight of eachcow half in transit tank 2940 kg;;;Damien Hirst;TATE
Hirst, Damien;artist;Liberty;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;There’s more to life than making jam and having kids;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Lavender baby;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled 05 (from I Once Was What You Are, You Will Be What I Am portfolio);2007;Photo-etching on paper;2007;2013;image: 932 x 852 mm;932.0;852.0;Damien Hirst;TATE
Hirst, Damien;artist;With Dead Head;1991;Photograph, black and white, on paper on aluminium;1991;2009;image: 572 x 762 mm;572.0;762.0;Damien Hirst;TATE
Hirst, Damien;artist;Pharmacy;1992;Glass, faced particleboard, painted MDF, beech, ramin, wooden dowels, aluminium, pharmaceutical packaging, desks, office;1992;1996;Overall display dimensions variable;;;Damien Hirst;TATE
Hirst, Damien;artist;Chicken;1999;Screenprint on paper;1999;1999;image: 1495 x 785 mm frame: 1647 x 1130 x 36 mm;1495.0;785.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled 04 (from I Once Was What You Are, You Will Be What I Am portfolio);2007;Photo-etching on paper;2007;2013;image: 932 x 852 mm;932.0;852.0;Damien Hirst;TATE
Hirst, Damien;artist;Trinity - Pharmacology, Physiology, Pathology;2000;Glass, fibreboard, wood, steel and plastic;2000;2009;object (left vitrine, displayed not including objects): 2135 x 1530 x 472 mm object (central vitrine, displayed not including objects): 2745 x 1835 x 472 mm object (right vitrine, displayed, not including objects): 2135 x 1530 x 472 mm;;;Damien Hirst;TATE
Hirst, Damien;artist;Liver Bacon Onions;1999;Screenprint on paper;1999;1999;image: 1495 x 505 mm frame: 1647 x 1130 x 36 mm;1495.0;505.0;Damien Hirst;TATE
Hirst, Damien;artist;Monument to the Living and the Dead;2006;Butterflies and household gloss paint on 2 canvases;2006;2008;support, each: 2135 x 2135 x 33 mm displayed: 2322 x 4645 x 120 mm frame: 2322 x 2322 x 120 mm frame: 2323 x 2325 x 120 mm;;;Damien Hirst;TATE
Hirst, Damien;artist;Forms Without Life;1991;Fibreboard cabinet, melamine, wood, steel, glass and sea shells;1991;1992;displayed: 1830 x 2746 x 307 mm;1830.0;2746.0;Damien Hirst;TATE
Hirst, Damien;artist;Omelette;1999;Screenprint on paper;1999;1999;image: 1080 x 990 mm frame: 1647 x 1130 x 36 mm;1080.0;990.0;Damien Hirst;TATE
Hirst, Damien;artist;You threw a melon at my head;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Billy Mill roundabout;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;All around the world;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Circles in the sand;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Who’s Afraid of the Dark?;2002;Flies and resin on canvas on fibreboard;2002;2008;image: 2140 x 1067 x 55 mm frame: 1135 x 2210 x 168 mm;2140.0;1067.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled 01 (from I Once Was What You Are, You Will Be What I Am portfolio);2007;Photo-etching on paper;2007;2013;image: 932 x 852 mm;932.0;852.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled 02 (from I Once Was What You Are, You Will Be What I Am portfolio);2007;Photo-etching on paper;2007;2013;image: 932 x 852 mm;932.0;852.0;Damien Hirst;TATE
Hirst, Damien;artist;Life Without You;1991;Shells, steel, wood and melamine;1991;2008;object: 880 x 2286 x 840 mm;880.0;2286.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled;1992;Screenprint on paper;1992;1997;image: 860 x 625 mm;860.0;625.0;Damien Hirst;TATE
Hirst, Damien;artist;Steak and Kidney;1999;Screenprint on paper;1999;1999;image: 1518 x 804 mm frame: 1647 x 1130 x 36 mm;1518.0;804.0;Damien Hirst;TATE
Hirst, Damien;artist;Wheel meet again;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;In-a-spin;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Meatballs;1999;Screenprint on paper;1999;1999;image: 735 x 987 mm frame: 1647 x 1130 x 36 mm;735.0;987.0;Damien Hirst;TATE
Hirst, Damien;artist;Dumpling;1999;Screenprint on paper;1999;1999;image: 1495 x 595 mm frame: 1647 x 1130 x 36 mm;1495.0;595.0;Damien Hirst;TATE
Hirst, Damien;artist;Global a Go-Go - for Joe;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Spinning wheel;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Tie a yellow ribbon round the old oak tree;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Wheel within a wheel;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Sandwich;1999;Screenprint on paper;1999;1999;image: 1495 x 760 mm frame: 1647 x 1130 x 36 mm;1495.0;760.0;Damien Hirst;TATE
Hirst, Damien;artist;Salad;1999;Screenprint on paper;1999;1999;image: 1495 x 860 mm frame: 1647 x 1130 x 36 mm;1495.0;860.0;Damien Hirst;TATE
Hirst, Damien;artist;Ring-a-ring of roses;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Like a snowball down a mountain;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Spin me right round;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;I get around;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Round;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;I saw the half of the moon;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;Untitled 03 (from I Once Was What You Are, You Will Be What I Am portfolio);2007;Photo-etching on paper;2007;2013;image: 932 x 852 mm;932.0;852.0;Damien Hirst;TATE
Hirst, Damien;artist;Corned Beef;1999;Screenprint on paper;1999;1999;image: 590 x 989 mm frame: 1647 x 1130 x 36 mm;590.0;989.0;Damien Hirst;TATE
Hirst, Damien;artist;Oh my God ... and for those really stubborn stains!!!!!??*;2002;Etching on paper;2002;2008;support: 910 x 710 mm;910.0;710.0;Damien Hirst;TATE
Hirst, Damien;artist;The Acquired Inability to Escape;1991;Glass, steel, silicone rubber, Formica, fibreboard, chair, ashtray, lighter and cigarettes;1991;2008;object: 2134 x 3048 x 2134 mm;2134.0;3048.0;Damien Hirst;TATE
Hirst, Damien;artist;Controlled Substance Key Painting;1994;Acrylic paint on canvas;1994;2009;support: 1220 x 1224 x 40 mm frame: 1307 x 1303 x 81 mm;1220.0;1224.0;Damien Hirst;TATE
